# Intensity Error [H,H,0] [-H,H,0] [0,0,L] DeltaE
#  shape: 40x1x1x87
-7.204175e-06 3.142996e-06 -5.749999e-01 1.000000e+00 0.000000e+00 5.312500e+01
-2.729352e-05 1.031600e-05 -5.749999e-01 1.000000e+00 0.000000e+00 5.387500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.462500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.537500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.612500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.687500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.762500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.837500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.912500e+01
nan nan -5.749999e-01 1.000000e+00 0.000000e+00 5.987500e+01
1.200805e-03 5.400221e-05 -5.249999e-01 1.000000e+00 0.000000e+00 -4.625000e+00
1.901975e-03 7.092570e-05 -5.249999e-01 1.000000e+00 0.000000e+00 -3.875000e+00
3.553268e-03 9.872618e-05 -5.249999e-01 1.000000e+00 0.000000e+00 -3.125000e+00
5.853511e-03 1.308422e-04 -5.249999e-01 1.000000e+00 0.000000e+00 -2.375000e+00
8.747748e-03 1.655928e-04 -5.249999e-01 1.000000e+00 0.000000e+00 -1.625000e+00
1.123502e-02 1.892492e-04 -5.249999e-01 1.000000e+00 0.000000e+00 -8.750000e-01
1.235835e-02 2.032955e-04 -5.249999e-01 1.000000e+00 0.000000e+00 -1.250000e-01
1.195029e-02 1.980635e-04 -5.249999e-01 1.000000e+00 0.000000e+00 6.250000e-01
9.873552e-03 1.767425e-04 -5.249999e-01 1.000000e+00 0.000000e+00 1.375000e+00
6.334519e-03 1.402472e-04 -5.249999e-01 1.000000e+00 0.000000e+00 2.125000e+00
2.942549e-03 9.268425e-05 -5.249999e-01 1.000000e+00 0.000000e+00 2.875000e+00
6.528108e-04 4.449299e-05 -5.249999e-01 1.000000e+00 0.000000e+00 3.625000e+00
3.447479e-05 1.714372e-05 -5.249999e-01 1.000000e+00 0.000000e+00 4.375000e+00
-2.059330e-05 1.202108e-05 -5.249999e-01 1.000000e+00 0.000000e+00 5.125000e+00
1.128716e-05 1.264734e-05 -5.249999e-01 1.000000e+00 0.000000e+00 5.875000e+00
-2.560281e-08 1.048215e-05 -5.249999e-01 1.000000e+00 0.000000e+00 6.625000e+00
-1.932750e-06 1.024817e-05 -5.249999e-01 1.000000e+00 0.000000e+00 7.375000e+00
1.818701e-05 9.450010e-06 -5.249999e-01 1.000000e+00 0.000000e+00 8.125000e+00
3.068344e-05 8.828205e-06 -5.249999e-01 1.000000e+00 0.000000e+00 8.875000e+00
2.479534e-05 8.044464e-06 -5.249999e-01 1.000000e+00 0.000000e+00 9.625000e+00
3.611968e-06 9.238875e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.037500e+01
4.324060e-05 1.058764e-05 -5.249999e-01 1.000000e+00 0.000000e+00 1.112500e+01
2.111563e-05 9.169669e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.187500e+01
2.547434e-05 8.986321e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.262500e+01
1.999871e-05 8.932159e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.337500e+01
3.516746e-05 9.652144e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.412500e+01
3.212876e-05 9.848706e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.487500e+01
4.052009e-05 1.122197e-05 -5.249999e-01 1.000000e+00 0.000000e+00 1.562500e+01
6.050987e-05 1.023279e-05 -5.249999e-01 1.000000e+00 0.000000e+00 1.637500e+01
3.498321e-05 1.055630e-05 -5.249999e-01 1.000000e+00 0.000000e+00 1.712500e+01
2.500685e-05 1.039567e-05 -5.249999e-01 1.000000e+00 0.000000e+00 1.787500e+01
3.770014e-05 1.085130e-05 -5.249999e-01 1.000000e+00 0.000000e+00 1.862500e+01
3.147208e-05 9.769085e-06 -5.249999e-01 1.000000e+00 0.000000e+00 1.937500e+01
4.493286e-05 9.599142e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.012500e+01
7.089878e-06 7.470992e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.087500e+01
8.331292e-06 7.773538e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.162500e+01
1.535965e-06 7.706723e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.237500e+01
1.538497e-05 7.484476e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.312500e+01
4.450747e-06 7.158477e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.387500e+01
5.557943e-07 4.763984e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.462500e+01
6.791167e-06 5.604836e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.537500e+01
2.011292e-05 5.747137e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.612500e+01
1.396479e-05 5.802386e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.687500e+01
5.872676e-06 4.441840e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.762500e+01
-6.956761e-07 5.423373e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.837500e+01
1.237781e-05 4.698259e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.912500e+01
2.896885e-06 3.800118e-06 -5.249999e-01 1.000000e+00 0.000000e+00 2.987500e+01
6.210283e-06 5.037273e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.062500e+01
4.594434e-06 3.791486e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.137500e+01
-2.175649e-06 3.349160e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.212500e+01
-5.120482e-06 3.562853e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.287500e+01
4.513869e-06 3.097735e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.362500e+01
-3.447052e-06 3.260408e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.437500e+01
2.075874e-06 3.418090e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.512500e+01
1.179174e-05 4.200167e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.587500e+01
5.137858e-06 3.455768e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.662500e+01
8.963402e-06 3.213480e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.737500e+01
1.515896e-05 3.759910e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.812500e+01
8.801950e-06 2.852486e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.887500e+01
1.387740e-05 3.658887e-06 -5.249999e-01 1.000000e+00 0.000000e+00 3.962500e+01
2.069146e-05 3.978177e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.037500e+01
1.799036e-05 4.145393e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.112500e+01
2.868877e-05 4.926580e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.187500e+01
4.134499e-05 5.054850e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.262500e+01
3.750654e-05 4.819353e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.337500e+01
3.426154e-05 4.913240e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.412500e+01
3.673686e-05 4.805443e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.487500e+01
4.987623e-05 4.967278e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.562500e+01
3.058303e-05 3.907516e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.637500e+01
1.446557e-05 3.139605e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.712500e+01
5.182832e-06 2.196040e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.787500e+01
6.687295e-06 2.358381e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.862500e+01
3.411941e-06 1.888090e-06 -5.249999e-01 1.000000e+00 0.000000e+00 4.937500e+01
-6.489196e-06 2.121959e-06 -5.249999e-01 1.000000e+00 0.000000e+00 5.012500e+01
-3.108068e-06 2.117874e-06 -5.249999e-01 1.000000e+00 0.000000e+00 5.087500e+01
-7.039723e-06 2.634220e-06 -5.249999e-01 1.000000e+00 0.000000e+00 5.162500e+01
-1.052406e-05 2.979241e-06 -5.249999e-01 1.000000e+00 0.000000e+00 5.237500e+01
2.605137e-06 1.617105e-05 -5.249999e-01 1.000000e+00 0.000000e+00 5.312500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.387500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.462500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.537500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.612500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.687500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.762500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.837500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.912500e+01
nan nan -5.249999e-01 1.000000e+00 0.000000e+00 5.987500e+01
7.025798e-04 5.000435e-05 -4.749999e-01 1.000000e+00 0.000000e+00 -4.625000e+00
1.473386e-03 6.977466e-05 -4.749999e-01 1.000000e+00 0.000000e+00 -3.875000e+00
2.541434e-03 9.635005e-05 -4.749999e-01 1.000000e+00 0.000000e+00 -3.125000e+00
4.775702e-03 1.330451e-04 -4.749999e-01 1.000000e+00 0.000000e+00 -2.375000e+00
7.294393e-03 1.697400e-04 -4.749999e-01 1.000000e+00 0.000000e+00 -1.625000e+00
9.718140e-03 1.958506e-04 -4.749999e-01 1.000000e+00 0.000000e+00 -8.750000e-01
1.069588e-02 2.103401e-04 -4.749999e-01 1.000000e+00 0.000000e+00 -1.250000e-01
1.018633e-02 2.061868e-04 -4.749999e-01 1.000000e+00 0.000000e+00 6.250000e-01
8.125159e-03 1.816250e-04 -4.749999e-01 1.000000e+00 0.000000e+00 1.375000e+00
4.899510e-03 1.415788e-04 -4.749999e-01 1.000000e+00 0.000000e+00 2.125000e+00
2.387832e-03 9.376946e-05 -4.749999e-01 1.000000e+00 0.000000e+00 2.875000e+00
4.886075e-04 4.445309e-05 -4.749999e-01 1.000000e+00 0.000000e+00 3.625000e+00
3.840448e-05 1.747092e-05 -4.749999e-01 1.000000e+00 0.000000e+00 4.375000e+00
-6.270835e-06 1.226005e-05 -4.749999e-01 1.000000e+00 0.000000e+00 5.125000e+00
-7.273700e-06 1.007210e-05 -4.749999e-01 1.000000e+00 0.000000e+00 5.875000e+00
3.339802e-06 1.038829e-05 -4.749999e-01 1.000000e+00 0.000000e+00 6.625000e+00
1.348911e-05 9.156549e-06 -4.749999e-01 1.000000e+00 0.000000e+00 7.375000e+00
-3.638069e-06 7.245509e-06 -4.749999e-01 1.000000e+00 0.000000e+00 8.125000e+00
3.599698e-05 8.284809e-06 -4.749999e-01 1.000000e+00 0.000000e+00 8.875000e+00
1.984754e-05 7.201859e-06 -4.749999e-01 1.000000e+00 0.000000e+00 9.625000e+00
3.970394e-07 7.224332e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.037500e+01
2.848595e-05 8.307922e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.112500e+01
1.137172e-05 7.275679e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.187500e+01
4.304690e-05 9.192205e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.262500e+01
2.069433e-05 8.137976e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.337500e+01
2.110314e-05 7.763664e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.412500e+01
3.842967e-05 9.609602e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.487500e+01
2.443340e-05 9.044658e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.562500e+01
5.803397e-05 9.327056e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.637500e+01
2.303213e-05 9.482767e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.712500e+01
4.729697e-05 1.076444e-05 -4.749999e-01 1.000000e+00 0.000000e+00 1.787500e+01
4.113405e-05 1.036392e-05 -4.749999e-01 1.000000e+00 0.000000e+00 1.862500e+01
4.560044e-05 9.376140e-06 -4.749999e-01 1.000000e+00 0.000000e+00 1.937500e+01
3.444354e-05 8.073572e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.012500e+01
2.028599e-05 7.450653e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.087500e+01
1.338587e-05 6.995882e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.162500e+01
1.030979e-05 6.596010e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.237500e+01
1.224126e-05 6.310774e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.312500e+01
6.554988e-06 6.015557e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.387500e+01
1.214564e-05 5.385152e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.462500e+01
1.634786e-05 5.534283e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.537500e+01
1.995807e-05 5.395989e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.612500e+01
6.723819e-06 4.491310e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.687500e+01
4.819001e-06 4.315948e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.762500e+01
2.523850e-06 4.462499e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.837500e+01
1.022669e-05 4.719836e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.912500e+01
7.819627e-07 3.574232e-06 -4.749999e-01 1.000000e+00 0.000000e+00 2.987500e+01
3.273592e-06 4.254963e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.062500e+01
2.517331e-06 3.298676e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.137500e+01
-7.368419e-09 3.891720e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.212500e+01
-2.293338e-06 3.340002e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.287500e+01
3.565976e-06 2.922948e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.362500e+01
4.585096e-06 3.972417e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.437500e+01
8.390558e-06 3.759288e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.512500e+01
-2.534078e-06 2.895277e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.587500e+01
5.525923e-06 3.539708e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.662500e+01
9.438053e-06 3.389945e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.737500e+01
1.311608e-05 3.492680e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.812500e+01
1.387984e-05 3.329437e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.887500e+01
1.851123e-05 3.726877e-06 -4.749999e-01 1.000000e+00 0.000000e+00 3.962500e+01
1.380236e-05 3.596541e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.037500e+01
2.242382e-05 4.223430e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.112500e+01
2.571409e-05 4.327331e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.187500e+01
4.272026e-05 4.897453e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.262500e+01
5.127778e-05 5.325779e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.337500e+01
4.561050e-05 5.213120e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.412500e+01
5.498230e-05 5.116879e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.487500e+01
4.180457e-05 4.486142e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.562500e+01
2.576437e-05 3.384684e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.637500e+01
1.167635e-05 2.647048e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.712500e+01
8.283881e-06 2.059395e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.787500e+01
1.968013e-06 1.970535e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.862500e+01
4.328091e-06 2.073310e-06 -4.749999e-01 1.000000e+00 0.000000e+00 4.937500e+01
-6.311707e-06 2.512006e-06 -4.749999e-01 1.000000e+00 0.000000e+00 5.012500e+01
-3.322654e-06 2.650811e-06 -4.749999e-01 1.000000e+00 0.000000e+00 5.087500e+01
-1.163623e-05 3.407597e-06 -4.749999e-01 1.000000e+00 0.000000e+00 5.162500e+01
0.000000e+00 0.000000e+00 -4.749999e-01 1.000000e+00 0.000000e+00 5.237500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.312500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.387500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.462500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.537500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.612500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.687500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.762500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.837500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.912500e+01
nan nan -4.749999e-01 1.000000e+00 0.000000e+00 5.987500e+01
6.309355e-04 4.689794e-05 -4.249999e-01 1.000000e+00 0.000000e+00 -4.625000e+00
1.227076e-03 6.432773e-05 -4.249999e-01 1.000000e+00 0.000000e+00 -3.875000e+00
2.399047e-03 9.024918e-05 -4.249999e-01 1.000000e+00 0.000000e+00 -3.125000e+00
4.539456e-03 1.245381e-04 -4.249999e-01 1.000000e+00 0.000000e+00 -2.375000e+00
7.075765e-03 1.595133e-04 -4.249999e-01 1.000000e+00 0.000000e+00 -1.625000e+00
9.855231e-03 1.863496e-04 -4.249999e-01 1.000000e+00 0.000000e+00 -8.750000e-01
1.116863e-02 2.024761e-04 -4.249999e-01 1.000000e+00 0.000000e+00 -1.250000e-01
1.083359e-02 1.992302e-04 -4.249999e-01 1.000000e+00 0.000000e+00 6.250000e-01
8.210642e-03 1.755197e-04 -4.249999e-01 1.000000e+00 0.000000e+00 1.375000e+00
5.091971e-03 1.385337e-04 -4.249999e-01 1.000000e+00 0.000000e+00 2.125000e+00
2.044152e-03 8.913995e-05 -4.249999e-01 1.000000e+00 0.000000e+00 2.875000e+00
5.247619e-04 4.346178e-05 -4.249999e-01 1.000000e+00 0.000000e+00 3.625000e+00
1.109017e-05 1.582652e-05 -4.249999e-01 1.000000e+00 0.000000e+00 4.375000e+00
-8.072885e-06 1.187310e-05 -4.249999e-01 1.000000e+00 0.000000e+00 5.125000e+00
4.948746e-06 1.154619e-05 -4.249999e-01 1.000000e+00 0.000000e+00 5.875000e+00
-3.557409e-06 1.000268e-05 -4.249999e-01 1.000000e+00 0.000000e+00 6.625000e+00
7.270569e-06 7.419244e-06 -4.249999e-01 1.000000e+00 0.000000e+00 7.375000e+00
1.536552e-05 7.395204e-06 -4.249999e-01 1.000000e+00 0.000000e+00 8.125000e+00
2.166184e-05 6.977469e-06 -4.249999e-01 1.000000e+00 0.000000e+00 8.875000e+00
2.098781e-05 7.257153e-06 -4.249999e-01 1.000000e+00 0.000000e+00 9.625000e+00
6.129701e-07 6.858170e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.037500e+01
8.161104e-06 6.199437e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.112500e+01
1.361786e-05 7.341585e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.187500e+01
1.620961e-05 7.053412e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.262500e+01
9.593211e-06 6.781698e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.337500e+01
2.510335e-05 8.063820e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.412500e+01
1.929496e-05 7.463515e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.487500e+01
1.852369e-05 9.066088e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.562500e+01
6.280462e-05 9.501408e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.637500e+01
4.001687e-05 9.836798e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.712500e+01
3.707428e-05 9.333117e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.787500e+01
1.445669e-05 8.907191e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.862500e+01
3.796532e-05 9.302601e-06 -4.249999e-01 1.000000e+00 0.000000e+00 1.937500e+01
2.870858e-05 7.255391e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.012500e+01
1.932165e-05 7.012044e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.087500e+01
2.947122e-05 7.044971e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.162500e+01
1.964382e-05 6.454081e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.237500e+01
1.666470e-05 5.820789e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.312500e+01
1.019766e-05 5.690239e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.387500e+01
1.327072e-05 5.733870e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.462500e+01
1.053773e-05 4.812076e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.537500e+01
5.482409e-06 4.498099e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.612500e+01
1.054436e-05 4.327553e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.687500e+01
8.759040e-06 4.824591e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.762500e+01
-1.661892e-06 4.356797e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.837500e+01
9.967468e-06 4.150138e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.912500e+01
6.037938e-06 4.319485e-06 -4.249999e-01 1.000000e+00 0.000000e+00 2.987500e+01
6.209127e-06 4.422340e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.062500e+01
1.277874e-05 3.911562e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.137500e+01
3.085432e-06 4.362953e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.212500e+01
3.045626e-06 3.588567e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.287500e+01
1.642929e-05 3.853033e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.362500e+01
8.533757e-06 3.709314e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.437500e+01
1.502813e-05 4.331251e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.512500e+01
1.065059e-05 4.083140e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.587500e+01
1.654352e-05 4.051912e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.662500e+01
1.013543e-05 3.565614e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.737500e+01
1.579564e-05 3.762798e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.812500e+01
2.494291e-05 4.250077e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.887500e+01
3.322994e-05 4.595478e-06 -4.249999e-01 1.000000e+00 0.000000e+00 3.962500e+01
3.595102e-05 4.965063e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.037500e+01
4.230959e-05 5.037089e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.112500e+01
4.905526e-05 5.210270e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.187500e+01
4.483925e-05 4.807869e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.262500e+01
3.356435e-05 4.494210e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.337500e+01
3.352017e-05 4.457106e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.412500e+01
2.200651e-05 3.448315e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.487500e+01
1.342474e-05 2.920418e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.562500e+01
1.050611e-05 2.386127e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.637500e+01
6.896616e-06 2.166915e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.712500e+01
8.900028e-06 2.086325e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.787500e+01
-8.851149e-07 2.168288e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.862500e+01
3.168343e-08 2.089191e-06 -4.249999e-01 1.000000e+00 0.000000e+00 4.937500e+01
-8.991994e-06 2.856566e-06 -4.249999e-01 1.000000e+00 0.000000e+00 5.012500e+01
-3.843363e-06 4.714392e-06 -4.249999e-01 1.000000e+00 0.000000e+00 5.087500e+01
2.561657e-05 2.561657e-05 -4.249999e-01 1.000000e+00 0.000000e+00 5.162500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.237500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.312500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.387500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.462500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.537500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.612500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.687500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.762500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.837500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.912500e+01
nan nan -4.249999e-01 1.000000e+00 0.000000e+00 5.987500e+01
4.318875e-04 4.228899e-05 -3.749999e-01 1.000000e+00 0.000000e+00 -4.625000e+00
1.074131e-03 5.951254e-05 -3.749999e-01 1.000000e+00 0.000000e+00 -3.875000e+00
2.148660e-03 8.428324e-05 -3.749999e-01 1.000000e+00 0.000000e+00 -3.125000e+00
4.304138e-03 1.179077e-04 -3.749999e-01 1.000000e+00 0.000000e+00 -2.375000e+00
6.916419e-03 1.514693e-04 -3.749999e-01 1.000000e+00 0.000000e+00 -1.625000e+00
1.000557e-02 1.776382e-04 -3.749999e-01 1.000000e+00 0.000000e+00 -8.750000e-01
1.136406e-02 1.923526e-04 -3.749999e-01 1.000000e+00 0.000000e+00 -1.250000e-01
1.087081e-02 1.887951e-04 -3.749999e-01 1.000000e+00 0.000000e+00 6.250000e-01
8.079011e-03 1.653547e-04 -3.749999e-01 1.000000e+00 0.000000e+00 1.375000e+00
4.760860e-03 1.284908e-04 -3.749999e-01 1.000000e+00 0.000000e+00 2.125000e+00
2.171325e-03 8.469786e-05 -3.749999e-01 1.000000e+00 0.000000e+00 2.875000e+00
3.915885e-04 3.887233e-05 -3.749999e-01 1.000000e+00 0.000000e+00 3.625000e+00
5.903309e-06 1.455171e-05 -3.749999e-01 1.000000e+00 0.000000e+00 4.375000e+00
-1.351618e-05 1.118179e-05 -3.749999e-01 1.000000e+00 0.000000e+00 5.125000e+00
-3.366382e-05 9.318402e-06 -3.749999e-01 1.000000e+00 0.000000e+00 5.875000e+00
-1.621261e-05 7.891971e-06 -3.749999e-01 1.000000e+00 0.000000e+00 6.625000e+00
4.379544e-06 6.659765e-06 -3.749999e-01 1.000000e+00 0.000000e+00 7.375000e+00
1.802659e-05 7.014197e-06 -3.749999e-01 1.000000e+00 0.000000e+00 8.125000e+00
2.080684e-05 6.602602e-06 -3.749999e-01 1.000000e+00 0.000000e+00 8.875000e+00
2.210958e-05 6.809133e-06 -3.749999e-01 1.000000e+00 0.000000e+00 9.625000e+00
8.214897e-06 6.834278e-06 -3.749999e-01 1.000000e+00 0.000000e+00 1.037500e+01
