# Intensity Error [H,H,0] [-H,H,0] [0,0,L] DeltaE
#  shape: 40x1x1x87
-3.249814e-05 2.805981e-06 -8.750000e-01 1.000000e+00 0.000000e+00 5.762500e+01
-3.412843e-05 5.395803e-06 -8.750000e-01 1.000000e+00 0.000000e+00 5.837500e+01
0.000000e+00 0.000000e+00 -8.750000e-01 1.000000e+00 0.000000e+00 5.912500e+01
nan nan -8.750000e-01 1.000000e+00 0.000000e+00 5.987500e+01
4.774973e-05 2.980340e-05 -8.250000e-01 1.000000e+00 0.000000e+00 -4.625000e+00
8.545990e-05 3.829720e-05 -8.250000e-01 1.000000e+00 0.000000e+00 -3.875000e+00
3.526827e-04 5.748608e-05 -8.250000e-01 1.000000e+00 0.000000e+00 -3.125000e+00
5.918732e-04 7.734711e-05 -8.250000e-01 1.000000e+00 0.000000e+00 -2.375000e+00
8.401096e-04 9.377550e-05 -8.250000e-01 1.000000e+00 0.000000e+00 -1.625000e+00
1.190750e-03 1.036088e-04 -8.250000e-01 1.000000e+00 0.000000e+00 -8.750000e-01
1.248717e-03 1.064057e-04 -8.250000e-01 1.000000e+00 0.000000e+00 -1.250000e-01
1.146951e-03 1.015737e-04 -8.250000e-01 1.000000e+00 0.000000e+00 6.250000e-01
9.561953e-04 8.609641e-05 -8.250000e-01 1.000000e+00 0.000000e+00 1.375000e+00
4.424068e-04 6.295213e-05 -8.250000e-01 1.000000e+00 0.000000e+00 2.125000e+00
1.161566e-04 3.715904e-05 -8.250000e-01 1.000000e+00 0.000000e+00 2.875000e+00
-4.308660e-06 2.376214e-05 -8.250000e-01 1.000000e+00 0.000000e+00 3.625000e+00
-2.311678e-05 1.795134e-05 -8.250000e-01 1.000000e+00 0.000000e+00 4.375000e+00
-4.512289e-07 1.980267e-05 -8.250000e-01 1.000000e+00 0.000000e+00 5.125000e+00
-3.763156e-06 1.950176e-05 -8.250000e-01 1.000000e+00 0.000000e+00 5.875000e+00
1.426240e-06 1.924551e-05 -8.250000e-01 1.000000e+00 0.000000e+00 6.625000e+00
-1.011557e-05 1.877717e-05 -8.250000e-01 1.000000e+00 0.000000e+00 7.375000e+00
3.734207e-05 1.781329e-05 -8.250000e-01 1.000000e+00 0.000000e+00 8.125000e+00
-8.099019e-06 1.226623e-05 -8.250000e-01 1.000000e+00 0.000000e+00 8.875000e+00
