1   -2.998329822981653_-2.0251042937448354_-1.809710973344826_-0.11653462450051583_-0.439210620796754_0.31087511308163196_-0.47973098466201763_0.48690953304407425_5.777590939219841   0.5120810938616623
2   -1.984089823172165_-3.057915898131708_-1.9111014468633534_-0.34775655608435335_-0.24397373869176237_0.028725045756716697_-0.4995086871060838_0.3963403324610686_5.708989431879979   0.5388331628552094   No_restart
3   -1.9967012374912607_-2.9728094434909087_-2.1681652660217345_-0.1102900600317403_-0.3300659563780761_0.0029204631110114083_-0.49874587321730735_0.3613555303318059_5.973935469294315   0.47872790951722505   No_restart
4   -2.0139827806898287_-2.9749662886092754_-1.9878069627804495_-0.040476256466743576_-0.3787773389171957_0.013500346653433089_-0.498155445938157_0.27034531170921106_5.993337107440858   0.4875270100778223   No_restart
5   -1.7031043179779344_-2.841874662101173_-1.677202134092191_-0.35597747327420476_-0.4533077919158359_0.001107091392330166_-0.4957045366068365_0.43229108123944465_5.981463466095706   0.4830060689718898   No_restart
6   -1.6447039353968753_-2.9413429973695386_-1.9826660854223666_-0.4597431753912449_-0.25559829011266044_0.17426354019359916_-0.4701361323974418_0.41147492303810995_5.9957625950512945   0.5427929215654375   No_restart
7   -2.295619623513547_-3.07101680148603_-1.2039512929723597_-0.42660668648836786_-0.4718134128152347_0.0028392948327901455_-0.0725179329013747_0.46436858233813233_5.98120387149056   0.4147117862311255   No_restart
8   -2.5163550290078547_-3.3812523278887525_-1.6597725435394515_-0.18548999883161815_-0.13897715215275347_0.4695965868150085_-0.11301494185160865_0.2232835816994865_5.995769069030286   0.4056735739190541   No_restart
9   -2.4602572428782103_-3.3418655543401323_-1.6320873083833614_-0.2227012046543897_-0.09883243306846479_0.3897195028499842_-0.1249515602543444_0.25875123894161156_5.999338468514811   0.437971909708069   No_restart
10   -2.2414091536229446_-3.327890285220475_-1.6857449077017446_-0.218041411879287_-0.1367557385183531_0.2890884530208332_-0.17314689968714614_0.20654759017413094_5.975794070119835   0.4094366849770272   No_restart
11   -2.4138347748449736_-3.33274187705141_-1.4760802287063837_-0.2270987952548577_-0.14693111703069295_0.3784823915066179_-0.16783529440226674_0.2982275234839369_5.991781729639424   0.37987842437471775   No_restart
12   -2.213725617458021_-3.2208427215167523_-1.7659072256293729_-0.2762028296922061_-0.004720071482740229_0.49896834344985985_-0.4020435432524081_0.3297381477195787_5.99551231765942   0.4765647504050845   No_restart
